"method","sizes","probs","cells","pred_sizes_perf","pred_probs_perf","pred_warns_perf","pred_sizes_corr","pred_probs_corr","pred_warns_corr","zero_prop_corr","error_sizes_perf","error_probs_perf","error_sizes_corr","error_probs_corr"
"negloglik",15.8,0.11,3900,16.3400624569769,0.113252345558328,0,16.6065346325124,0.110659071646353,0,0.0148717948717949,0.540062456976933,0.00325234555832841,0.806534632512371,0.000659071646353288
"negloglik",44.1,0.41,3150,43.8521316656057,0.407783508805518,0,49.0207390210937,0.425822398329805,0,0.0374603174603175,0.247868334394333,0.0022164911944817,4.92073902109368,0.0158223983298049
"negloglik",27.2,0.58,1050,27.863567701795,0.581289698739897,0,129.690712965741,0.86134326443163,0,0.154285714285714,0.663567701794978,0.00128969873989693,102.490712965741,0.28134326443163
"negloglik",47.4,0.16,2250,48.2357784599137,0.162487666463539,0,45.6159273603205,0.14943877102465,0,0.00355555555555556,0.835778459913683,0.00248766646353854,1.78407263967948,0.0105612289753499
"negloglik",36.3,0.15,3150,35.8922568392931,0.148351682782532,0,34.2029787661451,0.137194069377761,0,0.00634920634920635,0.407743160706907,0.00164831721746758,2.09702123385486,0.0128059306222391
"negloglik",7.6,0.23,750,7.99552751904835,0.241902781368302,0,8.2082083040922,0.240844445860905,0,0.146666666666667,0.395527519048354,0.0119027813683022,0.608208304092203,0.0108444458609052
"negloglik",12,0.12,2950,12.6914502978873,0.125698243323577,0,11.8528141273955,0.112425543640189,0,0.0213559322033898,0.691450297887304,0.00569824332357735,0.147185872604545,0.00757445635981072
"negloglik",6.3,0.72,600,4.99699115672062,0.658625693445463,0,5.93539117615853,0.681370081989129,0,0.69,1.30300884327938,0.0613743065545371,0.36460882384147,0.0386299180108709
"negloglik",40.7,0.35,4900,38.6576271443352,0.338557749000937,0,42.1391547713816,0.347652018465728,0,0.0308163265306122,2.04237285566482,0.0114422509990625,1.43915477138164,0.00234798153427196
"negloglik",39.1,0.24,3550,38.4269053474764,0.236247153258961,0,38.5801560851251,0.228919080186084,0,0.0152112676056338,0.673094652523567,0.00375284674103885,0.519843914874919,0.0110809198139163
"negloglik",23.6,0.51,3900,26.1633170636059,0.535258967904514,0,33.183744375065,0.580828939076991,0,0.141282051282051,2.5633170636059,0.0252589679045137,9.58374437506502,0.0708289390769911
"negloglik",16.2,0.64,1750,17.6708567230842,0.658012074900366,0,21.6683789966362,0.688801167279205,0,0.322857142857143,1.47085672308424,0.0180120749003656,5.46837899663618,0.048801167279205
"negloglik",45.9,0.78,2400,40.3458194574556,0.758729928462679,0,104.32283944437,0.886565439736568,0,0.2375,5.55418054254443,0.0212700715373206,58.4228394443702,0.106565439736568
"negloglik",21.6,0.37,4500,20.5038050723972,0.358152259173623,0,25.7240305787021,0.400416024090538,0,0.074,1.09619492760282,0.0118477408263772,4.12403057870209,0.030416024090538
"negloglik",10.6,0.03,3600,10.6334365544769,0.0299523040214549,0,10.87987935951,0.0292862162847353,0,0.00138888888888889,0.0334365544769213,4.76959785450995e-05,0.279879359510018,0.000713783715264725
"negloglik",37.5,0.87,3150,49.4521176740719,0.8971889009985,0,24.8533792709476,0.811040924069968,0,0.476507936507936,11.9521176740719,0.0271889009984997,12.6466207290524,0.0589590759300322
"negloglik",24.1,0.78,3900,27.829516397961,0.802754858213239,0,23.8871133432421,0.772296701851303,0,0.429487179487179,3.72951639796103,0.022754858213239,0.212886656757902,0.00770329814869719
"negloglik",37.8,0.21,4800,40.27544799839,0.220687232473494,0,43.0937486058198,0.224493638003671,0,0.0139583333333333,2.47544799838997,0.0106872324734942,5.29374860581981,0.0144936380036708
"negloglik",32.8,0.84,4100,41.28296172366,0.86857699781472,0,36.3130041446704,0.848007338029986,0,0.448292682926829,8.48296172366001,0.0285769978147196,3.51300414467036,0.0080073380299861
"negloglik",4,0.05,1350,3.72545713845578,0.0457886466706919,0,3.57701559824031,0.0418093529829928,0,0.0407407407407407,0.274542861544222,0.00421135332930807,0.422984401759695,0.00819064701700722
